# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI) 
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>. 
#  
#  
# STN      LON(east)   LAT(north)     ALT(m)  NAME 
# 391:         6.197       51.498      19.50  ARCEN 
# 370:         5.377       51.451      22.60  EINDHOVEN 
# 331:         4.193       51.480       0.00  THOLEN 
# 315:         3.998       51.447       0.00  HANSWEERT 
# 324:         4.006       51.596       0.00  STAVENISSE 
# 375:         5.707       51.659      22.00  VOLKEL 
# 380:         5.762       50.906     114.30  MAASTRICHT 
# 240:         4.790       52.318      -3.30  SCHIPHOL 
# 286:         7.150       53.196      -0.20  NIEUW BEERTA 
# 310:         3.596       51.442       8.00  VLISSINGEN 
# 283:         6.657       52.069      29.10  HUPSEL 
# 280:         6.585       53.125       5.20  EELDE 
# 273:         5.888       52.703      -3.30  MARKNESSE 
# 323:         3.884       51.527       1.40  WILHELMINADORP 
# 249:         4.979       52.644      -2.40  BERKHOUT 
# 377:         5.763       51.198      30.00  ELL 
# 316:         3.694       51.657       0.00  SCHAAR 
# 313:         3.242       51.505       0.00  VLAKTE V.D. RAAN 
# 277:         6.200       53.413       2.90  LAUWERSOOG 
# 348:         4.926       51.970      -0.70  CABAUW 
# 308:         3.379       51.381       0.00  CADZAND 
# 319:         3.861       51.226       1.70  WESTDORPE 
# 215:         4.437       52.141      -1.10  VOORSCHOTEN 
# 278:         6.259       52.435       3.60  HEINO 
# 285:         6.399       53.575       0.00  HUIBERTGAT 
# 343:         4.313       51.893       3.50  R'DAM-GEULHAVEN 
# 225:         4.555       52.463       4.40  IJMUIDEN 
# 330:         4.122       51.992      11.90  HOEK VAN HOLLAND 
# 267:         5.384       52.898      -1.30  STAVOREN 
# 269:         5.520       52.458      -3.70  LELYSTAD 
# 344:         4.447       51.962      -4.30  ROTTERDAM 
# 275:         5.873       52.056      48.20  DEELEN 
# 235:         4.781       52.928       1.20  DE KOOY 
# 257:         4.603       52.506       8.50  WIJK AAN ZEE 
# 290:         6.891       52.274      34.80  TWENTHE 
# 350:         4.936       51.566      14.90  GILZE-RIJEN 
# 251:         5.346       53.392       0.70  HOORN (TERSCHELLING) 
# 210:         4.430       52.171      -0.20  VALKENBURG 
# 248:         5.174       52.634       0.80  WIJDENES 
# 279:         6.574       52.750      15.80  HOOGEVEEN 
# 258:         5.401       52.649       7.30  HOUTRIBDIJK 
# 356:         5.146       51.859       0.70  HERWIJNEN 
# 209:         4.518       52.465       0.00  IJMOND 
# 265:         5.274       52.130      13.90  SOESTERBERG 
# 312:         3.622       51.768       0.00  OOSTERSCHELDE 
# 340:         4.342       51.449      19.20  WOENSDRECHT 
# 260:         5.180       52.100       1.90  DE BILT 
# 270:         5.752       53.224       1.20  LEEUWARDEN 
# 311:         3.672       51.379       0.00  HOOFDPLAAT 
# 242:         4.921       53.241      10.80  VLIELAND 
#  
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag);  
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT;  
# P        = Luchtdruk (in 0.1 hPa) herleid naar zeeniveau, tijdens de waarneming;  
#  
# STN,YYYYMMDD,   HH,    P 
#  
  249,20101125,    6,     
  249,20101125,    7,     
  249,20101125,    8,     
  249,20101125,    9,     
  249,20101125,   10,     
  249,20101125,   11,     
  249,20101125,   12,     
  249,20101125,   13,     
  249,20101125,   14,     
  249,20101125,   15,     
  249,20101125,   16,     
  249,20101125,   17,     
  249,20101125,   18,     
  249,20101125,   19,     
  249,20101125,   20,     
  249,20101125,   21,     
  249,20101125,   22,     
  249,20101125,   23,     
  249,20101125,   24,     
  249,20101126,    1,     
  249,20101126,    2,     
  249,20101126,    3,     
  249,20101126,    4,     
  249,20101126,    5,     
  249,20101126,    6,     
  249,20101126,    7,     
  249,20101126,    8,     
  249,20101126,    9,     
  249,20101126,   10,     
  249,20101126,   11,     
  249,20101126,   12,     
  249,20101126,   13,     
  249,20101126,   14,     
  249,20101126,   15,     
  249,20101126,   16,     
  249,20101126,   17,     
  249,20101126,   18,     
  249,20101126,   19,     
  249,20101126,   20,     
  249,20101126,   21,     
  249,20101126,   22,     
  249,20101126,   23,     
  249,20101126,   24,     
  249,20101127,    1,     
  249,20101127,    2,     
  249,20101127,    3,     
  249,20101127,    4,     
  249,20101127,    5,     
  249,20101127,    6,     
  249,20101127,    7,     
  249,20101127,    8,     
  249,20101127,    9,     
  249,20101127,   10,     
  249,20101127,   11,     
  249,20101127,   12,     
  249,20101127,   13,     
  249,20101127,   14,     
  249,20101127,   15,     
  249,20101127,   16,     
  249,20101127,   17,     
  249,20101127,   18,     
  249,20101127,   19,     
  249,20101127,   20,     
  249,20101127,   21,     
  249,20101127,   22,     
  249,20101127,   23,     
  249,20101127,   24,     
  249,20101128,    1,     
  249,20101128,    2,     
  249,20101128,    3,     
  249,20101128,    4,     
  249,20101128,    5,     
  249,20101128,    6,     
  249,20101128,    7,     
  249,20101128,    8,     
  249,20101128,    9,     
  249,20101128,   10,     
  249,20101128,   11,     
  249,20101128,   12,     
  249,20101128,   13,     
  249,20101128,   14,     
  249,20101128,   15,     
  249,20101128,   16,     
  249,20101128,   17,     
  249,20101128,   18,     
  249,20101128,   19,     
  249,20101128,   20,     
  249,20101128,   21,     
  249,20101128,   22,     
  249,20101128,   23,     
  249,20101128,   24,     
  249,20101129,    1,     
  249,20101129,    2,     
  249,20101129,    3,     
  249,20101129,    4,     
  249,20101129,    5,     
  249,20101129,    6,     
  249,20101129,    7,     
  249,20101129,    8,     
  249,20101129,    9,     
  249,20101129,   10,     
  249,20101129,   11,     
  249,20101129,   12,     
  249,20101129,   13,     
  249,20101129,   14,     
  249,20101129,   15,     
  249,20101129,   16,     
  249,20101129,   17,     
  249,20101129,   18,     
  249,20101129,   19,     
  249,20101129,   20,     
  249,20101129,   21,     
  249,20101129,   22,     
  249,20101129,   23,     
  249,20101129,   24,     
  249,20101130,    1,     
  249,20101130,    2,     
  249,20101130,    3,     
  249,20101130,    4,     
  249,20101130,    5,     
  249,20101130,    6,     
  249,20101130,    7,     
  249,20101130,    8,     
  249,20101130,    9,     
  249,20101130,   10,     
  249,20101130,   11,     
  249,20101130,   12,     
  249,20101130,   13,     
  249,20101130,   14,     
  249,20101130,   15,     
  249,20101130,   16,     
  249,20101130,   17,     
  249,20101130,   18,     
  249,20101130,   19,     
  249,20101130,   20,     
  249,20101130,   21,     
  249,20101130,   22,     
  249,20101130,   23,     
  249,20101130,   24,     
  377,20101101,    1,     
  377,20101101,    2,     
  377,20101101,    3,     
  377,20101101,    4,     
  377,20101101,    5,     
  377,20101101,    6,     
  377,20101101,    7,     
  377,20101101,    8,     
  377,20101101,    9,     
  377,20101101,   10,     
  377,20101101,   11,     
  377,20101101,   12,     
  377,20101101,   13,     
  377,20101101,   14,     
  377,20101101,   15,     
  377,20101101,   16,     
  377,20101101,   17,     
  377,20101101,   18,     
  377,20101101,   19,     
  377,20101101,   20,     
  377,20101101,   21,     
  377,20101101,   22,     
  377,20101101,   23,     
  377,20101101,   24,     
  377,20101102,    1,     
  377,20101102,    2,     
  377,20101102,    3,     
  377,20101102,    4,     
  377,20101102,    5,     
  377,20101102,    6,     
  377,20101102,    7,     
  377,20101102,    8,     
  377,20101102,    9,     
  377,20101102,   10,     
  377,20101102,   11,     
  377,20101102,   12,     
  377,20101102,   13,     
  377,20101102,   14,     
  377,20101102,   15,     
  377,20101102,   16,     
  377,20101102,   17,     
  377,20101102,   18,     
  377,20101102,   19,     
  377,20101102,   20,     
  377,20101102,   21,     
  377,20101102,   22,     
  377,20101102,   23,     
  377,20101102,   24,     
  377,20101103,    1,     
  377,20101103,    2,     
  377,20101103,    3,     
  377,20101103,    4,     
  377,20101103,    5,     
  377,20101103,    6,     
  377,20101103,    7,     
  377,20101103,    8,     
  377,20101103,    9,     
  377,20101103,   10,     
  377,20101103,   11,     
  377,20101103,   12,     
  377,20101103,   13,     
  377,20101103,   14,     
  377,20101103,   15,     
  377,20101103,   16,     
  377,20101103,   17,     
  377,20101103,   18,     
  377,20101103,   19,     
  377,20101103,   20,     
  377,20101103,   21,     
  377,20101103,   22,     
  377,20101103,   23,     
  377,20101103,   24,     
  377,20101104,    1,     
  377,20101104,    2,     
  377,20101104,    3,     
  377,20101104,    4,     
  377,20101104,    5,     
  377,20101104,    6,     
  377,20101104,    7,     
  377,20101104,    8,     
  377,20101104,    9,     
  377,20101104,   10,     
  377,20101104,   11,     
  377,20101104,   12,     
  377,20101104,   13,     
  377,20101104,   14,     
  377,20101104,   15,     
  377,20101104,   16,     
  377,20101104,   17,     
  377,20101104,   18,     
  377,20101104,   19,     
  377,20101104,   20,     
  377,20101104,   21,     
  377,20101104,   22,     
  377,20101104,   23,     
  377,20101104,   24,     
  377,20101105,    1,     
  377,20101105,    2,     
  377,20101105,    3,     
  377,20101105,    4,     
  377,20101105,    5,     
  377,20101105,    6,     
  377,20101105,    7,     
  377,20101105,    8,     
  377,20101105,    9,     
  377,20101105,   10,     
  377,20101105,   11,     
  377,20101105,   12,     
  377,20101105,   13,     
  377,20101105,   14,     
  377,20101105,   15,     
  377,20101105,   16,     
  377,20101105,   17,     
  377,20101105,   18,     
  377,20101105,   19,     
  377,20101105,   20,     
  377,20101105,   21,     
  377,20101105,   22,     
  377,20101105,   23,     
  377,20101105,   24,     
  377,20101106,    1,     
  377,20101106,    2,     
  377,20101106,    3,     
  377,20101106,    4,     
  377,20101106,    5,     
  377,20101106,    6,     
  377,20101106,    7,     
  377,20101106,    8,     
  377,20101106,    9,     
  377,20101106,   10,     
  377,20101106,   11,     
  377,20101106,   12,     
  377,20101106,   13,     
  377,20101106,   14,     
  377,20101106,   15,     
  377,20101106,   16,     
  377,20101106,   17,     
  377,20101106,   18,     
  377,20101106,   19,     
  377,20101106,   20,     
  377,20101106,   21,     
  377,20101106,   22,     
  377,20101106,   23,     
  377,20101106,   24,     
  377,20101107,    1,     
  377,20101107,    2,     
  377,20101107,    3,     
  377,20101107,    4,     
  377,20101107,    5,     
  377,20101107,    6,     
  377,20101107,    7,     
  377,20101107,    8,     
  377,20101107,    9,     
  377,20101107,   10,     
  377,20101107,   11,     
  377,20101107,   12,     
  377,20101107,   13,     
  377,20101107,   14,     
  377,20101107,   15,     
  377,20101107,   16,     
  377,20101107,   17,     
  377,20101107,   18,     
  377,20101107,   19,     
  377,20101107,   20,     
  377,20101107,   21,     
  377,20101107,   22,     
  377,20101107,   23,     
  377,20101107,   24,     
  377,20101108,    1,     
  377,20101108,    2,     
  377,20101108,    3,     
  377,20101108,    4,     
  377,20101108,    5,     
  377,20101108,    6,     
  377,20101108,    7,     
  377,20101108,    8,     
  377,20101108,    9,     
  377,20101108,   10,     
  377,20101108,   11,     
  377,20101108,   12,     
  377,20101108,   13,     
  377,20101108,   14,     
  377,20101108,   15,     
  377,20101108,   16,     
  377,20101108,   17,     
  377,20101108,   18,     
  377,20101108,   19,     
  377,20101108,   20,     
  377,20101108,   21,     
  377,20101108,   22,     
  377,20101108,   23,     
  377,20101108,   24,     
  377,20101109,    1,     
  377,20101109,    2,     
  377,20101109,    3,     
  377,20101109,    4,     
  377,20101109,    5,     
  377,20101109,    6,     
  377,20101109,    7,     
  377,20101109,    8,     
  377,20101109,    9,     
  377,20101109,   10,     
  377,20101109,   11,     
  377,20101109,   12,     
  377,20101109,   13,     
  377,20101109,   14,     
  377,20101109,   15,     
  377,20101109,   16,     
  377,20101109,   17,     
  377,20101109,   18,     
  377,20101109,   19,     
  377,20101109,   20,     
  377,20101109,   21,     
  377,20101109,   22,     
  377,20101109,   23,     
  377,20101109,   24,     
  377,20101110,    1,     
  377,20101110,    2,     
  377,20101110,    3,     
  377,20101110,    4,     
  377,20101110,    5,     
  377,20101110,    6,     
  377,20101110,    7,     
  377,20101110,    8,     
  377,20101110,    9,     
  377,20101110,   10,     
  377,20101110,   11,     
  377,20101110,   12,     
  377,20101110,   13,     
  377,20101110,   14,     
  377,20101110,   15,     
  377,20101110,   16,     
  377,20101110,   17,     
  377,20101110,   18,     
  377,20101110,   19,     
  377,20101110,   20,     
  377,20101110,   21,     
  377,20101110,   22,     
  377,20101110,   23,     
  377,20101110,   24,     
  377,20101111,    1,     
  377,20101111,    2,     
  377,20101111,    3,     
  377,20101111,    4,     
  377,20101111,    5,     
  377,20101111,    6,     
  377,20101111,    7,     
  377,20101111,    8,     
  377,20101111,    9,     
  377,20101111,   10,     
  377,20101111,   11,     
  377,20101111,   12,     
  377,20101111,   13,     
  377,20101111,   14,     
  377,20101111,   15,     
  377,20101111,   16,     
  377,20101111,   17,     
  377,20101111,   18,     
  377,20101111,   19,     
  377,20101111,   20,     
  377,20101111,   21,     
  377,20101111,   22,     
  377,20101111,   23,     
  377,20101111,   24,     
  377,20101112,    1,     
  377,20101112,    2,     
  377,20101112,    3,     
  377,20101112,    4,     
  377,20101112,    5,     
  377,20101112,    6,     
  377,20101112,    7,     
  377,20101112,    8,     
  377,20101112,    9,     
  377,20101112,   10,     
  377,20101112,   11,     
  377,20101112,   12,     
  377,20101112,   13,     
  377,20101112,   14,     
  377,20101112,   15,     
  377,20101112,   16,     
  377,20101112,   17,     
  377,20101112,   18,     
  377,20101112,   19,     
  377,20101112,   20,     
  377,20101112,   21,     
  377,20101112,   22,     
  377,20101112,   23,     
  377,20101112,   24,     
  377,20101113,    1,     
  377,20101113,    2,     
  377,20101113,    3,     
  377,20101113,    4,     
  377,20101113,    5,     
  377,20101113,    6,     
  377,20101113,    7,     
  377,20101113,    8,     
  377,20101113,    9,     
  377,20101113,   10,     
  377,20101113,   11,     
  377,20101113,   12,     
  377,20101113,   13,     
  377,20101113,   14,     
  377,20101113,   15,     
  377,20101113,   16,     
  377,20101113,   17,     
  377,20101113,   18,     
  377,20101113,   19,     
  377,20101113,   20,     
  377,20101113,   21,     
  377,20101113,   22,     
  377,20101113,   23,     
  377,20101113,   24,     
  377,20101114,    1,     
  377,20101114,    2,     
  377,20101114,    3,     
  377,20101114,    4,     
  377,20101114,    5,     
  377,20101114,    6,     
  377,20101114,    7,     
  377,20101114,    8,     
  377,20101114,    9,     
  377,20101114,   10,     
  377,20101114,   11,     
  377,20101114,   12,     
  377,20101114,   13,     
  377,20101114,   14,     
  377,20101114,   15,     
  377,20101114,   16,     
  377,20101114,   17,     
  377,20101114,   18,     
  377,20101114,   19,     
  377,20101114,   20,     
  377,20101114,   21,     
  377,20101114,   22,     
  377,20101114,   23,     
  377,20101114,   24,     
  377,20101115,    1,     
  377,20101115,    2,     
  377,20101115,    3,     
  377,20101115,    4,     
  377,20101115,    5,     
  377,20101115,    6,     
  377,20101115,    7,     
  377,20101115,    8,     
  377,20101115,    9,     
  377,20101115,   10,     
  377,20101115,   11,     
  377,20101115,   12,     
  377,20101115,   13,     
  377,20101115,   14,     
  377,20101115,   15,     
  377,20101115,   16,     
  377,20101115,   17,     
  377,20101115,   18,     
  377,20101115,   19,     
  377,20101115,   20,     
  377,20101115,   21,     
  377,20101115,   22,     
  377,20101115,   23,     
  377,20101115,   24,     
  377,20101116,    1,     
  377,20101116,    2,     
  377,20101116,    3,     
  377,20101116,    4,     
  377,20101116,    5,     
  377,20101116,    6,     
  377,20101116,    7,     
  377,20101116,    8,     
  377,20101116,    9,     
  377,20101116,   10,     
  377,20101116,   11,     
  377,20101116,   12,     
  377,20101116,   13,     
  377,20101116,   14,     
  377,20101116,   15,     
  377,20101116,   16,     
  377,20101116,   17,     
  377,20101116,   18,     
  377,20101116,   19,     
  377,20101116,   20,     
  377,20101116,   21,     
  377,20101116,   22,     
  377,20101116,   23,     
  377,20101116,   24,     
  377,20101117,    1,     
  377,20101117,    2,     
  377,20101117,    3,     
  377,20101117,    4,     
  377,20101117,    5,     
  377,20101117,    6,     
  377,20101117,    7,     
  377,20101117,    8,     
  377,20101117,    9,     
  377,20101117,   10,     
  377,20101117,   11,     
  377,20101117,   12,     
  377,20101117,   13,     
  377,20101117,   14,     
  377,20101117,   15,     
  377,20101117,   16,     
  377,20101117,   17,     
  377,20101117,   18,     
  377,20101117,   19,     
  377,20101117,   20,     
  377,20101117,   21,     
  377,20101117,   22,     
  377,20101117,   23,     
  377,20101117,   24,     
  377,20101118,    1,     
  377,20101118,    2,     
  377,20101118,    3,     
  377,20101118,    4,     
  377,20101118,    5,     
  377,20101118,    6,     
  377,20101118,    7,     
  377,20101118,    8,     
  377,20101118,    9,     
  377,20101118,   10,     
  377,20101118,   11,     
  377,20101118,   12,     
  377,20101118,   13,     
  377,20101118,   14,     
  377,20101118,   15,     
  377,20101118,   16,     
  377,20101118,   17,     
  377,20101118,   18,     
  377,20101118,   19,     
  377,20101118,   20,     
  377,20101118,   21,     
  377,20101118,   22,     
  377,20101118,   23,     
  377,20101118,   24,     
  377,20101119,    1,     
  377,20101119,    2,     
  377,20101119,    3,     
  377,20101119,    4,     
  377,20101119,    5,     
  377,20101119,    6,     
  377,20101119,    7,     
  377,20101119,    8,     
  377,20101119,    9,     
  377,20101119,   10,     
  377,20101119,   11,     
  377,20101119,   12,     
  377,20101119,   13,     
  377,20101119,   14,     
  377,20101119,   15,     
  377,20101119,   16,     
  377,20101119,   17,     
  377,20101119,   18,     
  377,20101119,   19,     
  377,20101119,   20,     
  377,20101119,   21,     
  377,20101119,   22,     
  377,20101119,   23,     
  377,20101119,   24,     
  377,20101120,    1,     
  377,20101120,    2,     
  377,20101120,    3,     
  377,20101120,    4,     
  377,20101120,    5,     
  377,20101120,    6,     
  377,20101120,    7,     
  377,20101120,    8,     
  377,20101120,    9,     
  377,20101120,   10,     
  377,20101120,   11,     
  377,20101120,   12,     
  377,20101120,   13,     
  377,20101120,   14,     
  377,20101120,   15,     
  377,20101120,   16,     
  377,20101120,   17,     
  377,20101120,   18,     
  377,20101120,   19,     
  377,20101120,   20,     
  377,20101120,   21,     
  377,20101120,   22,     
  377,20101120,   23,     
  377,20101120,   24,     
  377,20101121,    1,     
  377,20101121,    2,     
  377,20101121,    3,     
  377,20101121,    4,     
  377,20101121,    5,     
  377,20101121,    6,     
  377,20101121,    7,     
  377,20101121,    8,     
  377,20101121,    9,     
  377,20101121,   10,     
  377,20101121,   11,     
  377,20101121,   12,     
  377,20101121,   13,     
  377,20101121,   14,     
  377,20101121,   15,     
  377,20101121,   16,     
  377,20101121,   17,     
  377,20101121,   18,     
  377,20101121,   19,     
  377,20101121,   20,     
  377,20101121,   21,     
  377,20101121,   22,     
  377,20101121,   23,     
  377,20101121,   24,     
  377,20101122,    1,     
  377,20101122,    2,     
  377,20101122,    3,     
  377,20101122,    4,     
  377,20101122,    5,     
  377,20101122,    6,     
  377,20101122,    7,     
  377,20101122,    8,     
  377,20101122,    9,     
  377,20101122,   10,     
  377,20101122,   11,     
  377,20101122,   12,     
  377,20101122,   13,     
  377,20101122,   14,     
  377,20101122,   15,     
  377,20101122,   16,     
  377,20101122,   17,     
  377,20101122,   18,     
  377,20101122,   19,     
  377,20101122,   20,     
  377,20101122,   21,     
  377,20101122,   22,     
  377,20101122,   23,     
  377,20101122,   24,     
  377,20101123,    1,     
  377,20101123,    2,     
  377,20101123,    3,     
  377,20101123,    4,     
  377,20101123,    5,     
  377,20101123,    6,     
  377,20101123,    7,     
  377,20101123,    8,     
  377,20101123,    9,     
  377,20101123,   10,     
  377,20101123,   11,     
  377,20101123,   12,     
  377,20101123,   13,     
  377,20101123,   14,     
  377,20101123,   15,     
  377,20101123,   16,     
  377,20101123,   17,     
  377,20101123,   18,     
  377,20101123,   19,     
  377,20101123,   20,     
  377,20101123,   21,     
  377,20101123,   22,     
  377,20101123,   23,     
  377,20101123,   24,     
  377,20101124,    1,     
  377,20101124,    2,     
  377,20101124,    3,     
  377,20101124,    4,     
  377,20101124,    5,     
  377,20101124,    6,     
  377,20101124,    7,     
  377,20101124,    8,     
  377,20101124,    9,     
  377,20101124,   10,     
  377,20101124,   11,     
  377,20101124,   12,     
  377,20101124,   13,     
  377,20101124,   14,     
  377,20101124,   15,     
  377,20101124,   16,     
  377,20101124,   17,     
  377,20101124,   18,     
  377,20101124,   19,     
  377,20101124,   20,     
  377,20101124,   21,     
  377,20101124,   22,     
  377,20101124,   23,     
  377,20101124,   24,     
  377,20101125,    1,     
  377,20101125,    2,     
  377,20101125,    3,     
  377,20101125,    4,     
  377,20101125,    5,     
  377,20101125,    6,     
  377,20101125,    7,     
  377,20101125,    8,     
  377,20101125,    9,     
  377,20101125,   10,     
  377,20101125,   11,     
  377,20101125,   12,     
  377,20101125,   13,     
  377,20101125,   14,     
  377,20101125,   15,     
  377,20101125,   16,     
  377,20101125,   17,     
  377,20101125,   18,     
  377,20101125,   19,     
  377,20101125,   20,     
  377,20101125,   21,     
  377,20101125,   22,     
  377,20101125,   23,     
  377,20101125,   24,     
  377,20101126,    1,     
  377,20101126,    2,     
  377,20101126,    3,     
  377,20101126,    4,     
  377,20101126,    5,     
  377,20101126,    6,     
  377,20101126,    7,     
  377,20101126,    8,     
  377,20101126,    9,     
  377,20101126,   10,     
  377,20101126,   11,     
  377,20101126,   12,     
  377,20101126,   13,     
  377,20101126,   14,     
  377,20101126,   15,     
  377,20101126,   16,     
  377,20101126,   17,     
  377,20101126,   18,     
  377,20101126,   19,     
  377,20101126,   20,     
  377,20101126,   21,     
  377,20101126,   22,     
  377,20101126,   23,     
  377,20101126,   24,     
  377,20101127,    1,     
  377,20101127,    2,     
  377,20101127,    3,     
  377,20101127,    4,     
  377,20101127,    5,     
  377,20101127,    6,     
  377,20101127,    7,     
  377,20101127,    8,     
  377,20101127,    9,     
  377,20101127,   10,     
  377,20101127,   11,     
  377,20101127,   12,     
  377,20101127,   13,     
  377,20101127,   14,     
  377,20101127,   15,     
  377,20101127,   16,     
  377,20101127,   17,     
  377,20101127,   18,     
  377,20101127,   19,     
  377,20101127,   20,     
  377,20101127,   21,     
  377,20101127,   22,     
  377,20101127,   23,     
  377,20101127,   24,     
  377,20101128,    1,     
  377,20101128,    2,     
  377,20101128,    3,     
  377,20101128,    4,     
  377,20101128,    5,     
  377,20101128,    6,     
  377,20101128,    7,     
  377,20101128,    8,     
  377,20101128,    9,     
  377,20101128,   10,     
  377,20101128,   11,     
  377,20101128,   12,     
  377,20101128,   13,     
  377,20101128,   14,     
  377,20101128,   15,     
  377,20101128,   16,     
  377,20101128,   17,     
  377,20101128,   18,     
  377,20101128,   19,     
  377,20101128,   20,     
  377,20101128,   21,     
  377,20101128,   22,     
  377,20101128,   23,     
  377,20101128,   24,     
  377,20101129,    1,     
  377,20101129,    2,     
  377,20101129,    3,     
  377,20101129,    4,     
  377,20101129,    5,     
  377,20101129,    6,     
  377,20101129,    7,     
  377,20101129,    8,     
  377,20101129,    9,     
  377,20101129,   10,     
  377,20101129,   11,     
  377,20101129,   12,     
  377,20101129,   13,     
  377,20101129,   14,     
  377,20101129,   15,     
  377,20101129,   16,     
  377,20101129,   17,     
  377,20101129,   18,     
  377,20101129,   19,     
  377,20101129,   20,     
  377,20101129,   21,     
  377,20101129,   22,     
  377,20101129,   23,     
  377,20101129,   24,     
  377,20101130,    1,     
  377,20101130,    2,     
  377,20101130,    3,     
  377,20101130,    4,     
  377,20101130,    5,     
  377,20101130,    6,     
  377,20101130,    7,     
  377,20101130,    8,     
  377,20101130,    9,     
  377,20101130,   10,     
  377,20101130,   11,     
  377,20101130,   12,     
  377,20101130,   13,     
  377,20101130,   14,     
  377,20101130,   15,     
  377,20101130,   16,     
  377,20101130,   17,     
  377,20101130,   18,     
  377,20101130,   19,     
  377,20101130,   20,     
  377,20101130,   21,     
  377,20101130,   22,     
  377,20101130,   23,     
  377,20101130,   24,     
  316,20101101,    1,     
  316,20101101,    2,     
  316,20101101,    3,     
  316,20101101,    4,     
  316,20101101,    5,     
  316,20101101,    6,     
  316,20101101,    7,     
  316,20101101,    8,     
  316,20101101,    9,     
  316,20101101,   10,     
  316,20101101,   11,     
  316,20101101,   12,     
  316,20101101,   13,     
  316,20101101,   14,     
  316,20101101,   15,     
  316,20101101,   16,     
  316,20101101,   17,     
  316,20101101,   18,     
  316,20101101,   19,     
  316,20101101,   20,     
  316,20101101,   21,     
  316,20101101,   22,     
  316,20101101,   23,     
  316,20101101,   24,     
  316,20101102,    1,     
  316,20101102,    2,     
  316,20101102,    3,     
  316,20101102,    4,     
  316,20101102,    5,     
  316,20101102,    6,     
  316,20101102,    7,     
  316,20101102,    8,     
  316,20101102,    9,     
  316,20101102,   10,     
  316,20101102,   11,     
  316,20101102,   12,     
  316,20101102,   13,     
  316,20101102,   14,     
  316,20101102,   15,     
  316,20101102,   16,     
  316,20101102,   17,     
  316,20101102,   18,     
  316,20101102,   19,     
  316,20101102,   20,     
  316,20101102,   21,     
  316,20101102,   22,     
  316,20101102,   23,     
  316,20101102,   24,     
  316,20101103,    1,     
  316,20101103,    2,     
  316,20101103,    3,     
  316,20101103,    4,     
  316,20101103,    5,     
  316,20101103,    6,     
  316,20101103,    7,     
  316,20101103,    8,     
  316,20101103,    9,     
  316,20101103,   10,     
  316,20101103,   11,     
  316,20101103,   12,     
  316,20101103,   13,     
  316,20101103,   14,     
  316,20101103,   15,     
  316,20101103,   16,     
  316,20101103,   17,     
  316,20101103,   18,     
  316,20101103,   19,     
  316,20101103,   20,     
  316,20101103,   21,     
  316,20101103,   22,     
  316,20101103,   23,     
  316,20101103,   24,     
  316,20101104,    1,     
  316,20101104,    2,     
  316,20101104,    3,     
  316,20101104,    4,     
  316,20101104,    5,     
  316,20101104,    6,     
  316,20101104,    7,     
  316,20101104,    8,     
  316,20101104,    9,     
  316,20101104,   10,     
  316,20101104,   11,     
  316,20101104,   12,     
  316,20101104,   13,     
  316,20101104,   14,     
  316,20101104,   15,     
  316,20101104,   16,     
  316,20101104,   17,     
  316,20101104,   18,     
  316,20101104,   19,     
  316,20101104,   20,     
  316,20101104,   21,     
  316,20101104,   22,     
  316,20101104,   23,     
  316,20101104,   24,     
  316,20101105,    1,     
  316,20101105,    2,     
  316,20101105,    3,     
  316,20101105,    4,     
  316,20101105,    5,     
  316,20101105,    6,     
  316,20101105,    7,     
  316,20101105,    8,     
  316,20101105,    9,     
  316,20101105,   10,     
  316,20101105,   11,     
  316,20101105,   12,     
  316,20101105,   13,     
  316,20101105,   14,     
  316,20101105,   15,     
  316,20101105,   16,     
  316,20101105,   17,     
  316,20101105,   18,     
  316,20101105,   19,     
  316,20101105,   20,     
  316,20101105,   21,     
  316,20101105,   22,     
  316,20101105,   23,     
  316,20101105,   24,     
  316,20101106,    1,     
  316,20101106,    2,     
  316,20101106,    3,     
  316,20101106,    4,     
  316,20101106,    5,     
  316,20101106,    6,     
  316,20101106,    7,     
  316,20101106,    8,     
  316,20101106,    9,     
  316,20101106,   10,     
  316,20101106,   11,     
  316,20101106,   12,     
  316,20101106,   13,     
  316,20101106,   14,     
  316,20101106,   15,     
  316,20101106,   16,     
  316,20101106,   17,     
  316,20101106,   18,     
  316,20101106,   19,     
  316,20101106,   20,     
  316,20101106,   21,     
  316,20101106,   22,     
  316,20101106,   23,     
  316,20101106,   24,     
  316,20101107,    1,     
  316,20101107,    2,     
  316,20101107,    3,     
  316,20101107,    4,     
  316,20101107,    5,     
  316,20101107,    6,     
  316,20101107,    7,     
  316,20101107,    8,     
  316,20101107,    9,     
